,Company Name,PeriodText,Type,Investment Scheme Name,status,period_year,Company_Scheme,PeriodDate,Analysed_2024,Status,Cohort,pdf_files,pdf_count,no_pdf,Industry,Types
615,FUNDROCK NZ LIMITED,31-03-2025 - Select to view climate statement documents,Investment schemes,RAISE INVESTMENT FUNDS (SCH13147),Have records and have submitted,2025,FUNDROCK NZ LIMITED|RAISE INVESTMENT FUNDS (SCH13147),2025-03-31,,Submitted,FY24/25,"['20250331-ACI_(Stewart_Group)-CRD_Statements.pdf', '20250331-Antipodes-CRD_Statements.pdf', '20250331-Aurora-CRD_Statements.pdf', '20250331-Bentham-CRD_Statements.pdf', '20250331-Colchester-CRD_Statements.pdf', '20250331-Coolabah-CRD_Statements.pdf', '20250331-Dimensional-CRD_Statements.pdf', '20250331-First_Sentier-CRD_Statements.pdf', '20250331-Foundation-CRD_Statements.pdf', '20250331-Franklin_Templeton-CRD_Statements.pdf', '20250331-Hyperion-CRD_Statements.pdf', '20250331-INKS-CRD_Statement.pdf', '20250331-Lighthouse-CRD_Statements.pdf', '20250331-Raise-CRD_Statements.pdf', '20250331-ResCap-Climate_Statements.pdf', '20250331-Russell_NZ-CRD_Statements.pdf', '20250331-Schroders-CRD_Statements.pdf', '20250331-Squirrel-CRD_Statements.pdf', '20250331-Stewart_Investors-CRD_Statements.pdf', '20250331-Te_Ahumairangi-CRD_Statements.pdf', '20250331-Vision-CRD_Statements.pdf']",21,0,Investment Schemes,Investment schemes
616,FUNDROCK NZ LIMITED,31-03-2026 - Due by 31-07-2026,Investment schemes,RESOLUTION CAPITAL INVESTMENT FUNDS (SCH13905),Have records but not submitted,2026,FUNDROCK NZ LIMITED|RESOLUTION CAPITAL INVESTMENT FUNDS (SCH13905),2026-03-31,,Not yet submitted,FY25/26,[],0,1,Investment Schemes,Investment schemes
617,FUNDROCK NZ LIMITED,31-03-2025 - Select to view climate statement documents,Investment schemes,RESOLUTION CAPITAL INVESTMENT FUNDS (SCH13905),Have records and have submitted,2025,FUNDROCK NZ LIMITED|RESOLUTION CAPITAL INVESTMENT FUNDS (SCH13905),2025-03-31,,Submitted,FY24/25,"['20250331-ACI_(Stewart_Group)-CRD_Statements.pdf', '20250331-Antipodes-CRD_Statements.pdf', '20250331-Aurora-CRD_Statements.pdf', '20250331-Bentham-CRD_Statements.pdf', '20250331-Colchester-CRD_Statements.pdf', '20250331-Coolabah-CRD_Statements.pdf', '20250331-Dimensional-CRD_Statements.pdf', '20250331-First_Sentier-CRD_Statements.pdf', '20250331-Foundation-CRD_Statements.pdf', '20250331-Franklin_Templeton-CRD_Statements.pdf', '20250331-Hyperion-CRD_Statements.pdf', '20250331-INKS-CRD_Statement.pdf', '20250331-Lighthouse-CRD_Statements.pdf', '20250331-Raise-CRD_Statements.pdf', '20250331-ResCap-Climate_Statements.pdf', '20250331-Russell_NZ-CRD_Statements.pdf', '20250331-Schroders-CRD_Statements.pdf', '20250331-Squirrel-CRD_Statements.pdf', '20250331-Stewart_Investors-CRD_Statements.pdf', '20250331-Te_Ahumairangi-CRD_Statements.pdf', '20250331-Vision-CRD_Statements.pdf']",21,0,Investment Schemes,Investment schemes
618,FUNDROCK NZ LIMITED,31-03-2024 - Select to view climate statement documents,Investment schemes,RUSSELL INVESTMENT FUNDS (SCH10586),Have records and have submitted,2024,FUNDROCK NZ LIMITED|RUSSELL INVESTMENT FUNDS (SCH10586),2024-03-31,,Submitted,FY23/24,"['20240718 - ACI Funds - CRD Statement.pdf', '20240718 - Antipodes Investment Funds - CRD Statement.pdf', '20240718 - Aurora KiwiSaver Scheme - CRD Statement.pdf', '20240718 - Bentham Investment Funds - CRD Statement.pdf', '20240718 - Colchester Investment Funds - CRD Statement.pdf', '20240718 - Coolabah Investment Funds - CRD Statement.pdf', '20240718 - Dimensional Investment Funds - CRD Statement.pdf', '20240718 - First Sentier Investors (NZ) Scheme - CRD Statement.pdf', '20240718 - Foundation Series Funds - CRD Statement.pdf', '20240718 - Franklin Templeton Investment Funds - CRD Statement.pdf', '20240718 - Hyperion Investment Funds - CRD Statement.pdf', '20240718 - InvestNow KiwiSaver Scheme - CRD Statement.pdf', '20240718 - Lighthouse Investment Funds - CRD Statement.pdf', '20240718 - Russell Investment Funds - CRD Statement.pdf', '20240718 - Schroder Investment Funds - CRD Statement.pdf', '20240718 - Squirrel Investment Funds - CRD Statement.pdf', '20240718 - Stewart Investors (NZ) Managed Investment Scheme - CRD Statement.pdf', '20240718 - Te Ahumairangi Investment Funds - CRD Statement.pdf', '20240718 - Vault Digital Funds - CRD Statement.pdf', '20240718 - Vision Invest NZ Funds - CRD Statement.pdf', '20250331-ACI_(Stewart_Group)-CRD_Statements.pdf']",21,0,Investment Schemes,Investment schemes
619,FUNDROCK NZ LIMITED,31-03-2025 - Select to view climate statement documents,Investment schemes,RUSSELL INVESTMENT FUNDS (SCH10586),Have records and have submitted,2025,FUNDROCK NZ LIMITED|RUSSELL INVESTMENT FUNDS (SCH10586),2025-03-31,,Submitted,FY24/25,"['20250331-ACI_(Stewart_Group)-CRD_Statements.pdf', '20250331-Antipodes-CRD_Statements.pdf', '20250331-Aurora-CRD_Statements.pdf', '20250331-Bentham-CRD_Statements.pdf', '20250331-Colchester-CRD_Statements.pdf', '20250331-Coolabah-CRD_Statements.pdf', '20250331-Dimensional-CRD_Statements.pdf', '20250331-First_Sentier-CRD_Statements.pdf', '20250331-Foundation-CRD_Statements.pdf', '20250331-Franklin_Templeton-CRD_Statements.pdf', '20250331-Hyperion-CRD_Statements.pdf', '20250331-INKS-CRD_Statement.pdf', '20250331-Lighthouse-CRD_Statements.pdf', '20250331-Raise-CRD_Statements.pdf', '20250331-ResCap-Climate_Statements.pdf', '20250331-Russell_NZ-CRD_Statements.pdf', '20250331-Schroders-CRD_Statements.pdf', '20250331-Squirrel-CRD_Statements.pdf', '20250331-Stewart_Investors-CRD_Statements.pdf', '20250331-Te_Ahumairangi-CRD_Statements.pdf', '20250331-Vision-CRD_Statements.pdf']",21,0,Investment Schemes,Investment schemes
620,FUNDROCK NZ LIMITED,31-03-2026 - Due by 31-07-2026,Investment schemes,RUSSELL INVESTMENT FUNDS (SCH10586),Have records but not submitted,2026,FUNDROCK NZ LIMITED|RUSSELL INVESTMENT FUNDS (SCH10586),2026-03-31,,Not yet submitted,FY25/26,[],0,1,Investment Schemes,Investment schemes
621,FUNDROCK NZ LIMITED,31-03-2024 - Select to view climate statement documents,Investment schemes,SCHRODER INVESTMENT FUNDS (SCH13639),Have records and have submitted,2024,FUNDROCK NZ LIMITED|SCHRODER INVESTMENT FUNDS (SCH13639),2024-03-31,,Submitted,FY23/24,"['20240718 - ACI Funds - CRD Statement.pdf', '20240718 - Antipodes Investment Funds - CRD Statement.pdf', '20240718 - Aurora KiwiSaver Scheme - CRD Statement.pdf', '20240718 - Bentham Investment Funds - CRD Statement.pdf', '20240718 - Colchester Investment Funds - CRD Statement.pdf', '20240718 - Coolabah Investment Funds - CRD Statement.pdf', '20240718 - Dimensional Investment Funds - CRD Statement.pdf', '20240718 - First Sentier Investors (NZ) Scheme - CRD Statement.pdf', '20240718 - Foundation Series Funds - CRD Statement.pdf', '20240718 - Franklin Templeton Investment Funds - CRD Statement.pdf', '20240718 - Hyperion Investment Funds - CRD Statement.pdf', '20240718 - InvestNow KiwiSaver Scheme - CRD Statement.pdf', '20240718 - Lighthouse Investment Funds - CRD Statement.pdf', '20240718 - Russell Investment Funds - CRD Statement.pdf', '20240718 - Schroder Investment Funds - CRD Statement.pdf', '20240718 - Squirrel Investment Funds - CRD Statement.pdf', '20240718 - Stewart Investors (NZ) Managed Investment Scheme - CRD Statement.pdf', '20240718 - Te Ahumairangi Investment Funds - CRD Statement.pdf', '20240718 - Vault Digital Funds - CRD Statement.pdf', '20240718 - Vision Invest NZ Funds - CRD Statement.pdf', '20250331-ACI_(Stewart_Group)-CRD_Statements.pdf']",21,0,Investment Schemes,Investment schemes
622,FUNDROCK NZ LIMITED,31-03-2026 - Due by 31-07-2026,Investment schemes,SCHRODER INVESTMENT FUNDS (SCH13639),Have records but not submitted,2026,FUNDROCK NZ LIMITED|SCHRODER INVESTMENT FUNDS (SCH13639),2026-03-31,,Not yet submitted,FY25/26,[],0,1,Investment Schemes,Investment schemes
623,FUNDROCK NZ LIMITED,31-03-2025 - Select to view climate statement documents,Investment schemes,SCHRODER INVESTMENT FUNDS (SCH13639),Have records and have submitted,2025,FUNDROCK NZ LIMITED|SCHRODER INVESTMENT FUNDS (SCH13639),2025-03-31,,Submitted,FY24/25,"['20250331-ACI_(Stewart_Group)-CRD_Statements.pdf', '20250331-Antipodes-CRD_Statements.pdf', '20250331-Aurora-CRD_Statements.pdf', '20250331-Bentham-CRD_Statements.pdf', '20250331-Colchester-CRD_Statements.pdf', '20250331-Coolabah-CRD_Statements.pdf', '20250331-Dimensional-CRD_Statements.pdf', '20250331-First_Sentier-CRD_Statements.pdf', '20250331-Foundation-CRD_Statements.pdf', '20250331-Franklin_Templeton-CRD_Statements.pdf', '20250331-Hyperion-CRD_Statements.pdf', '20250331-INKS-CRD_Statement.pdf', '20250331-Lighthouse-CRD_Statements.pdf', '20250331-Raise-CRD_Statements.pdf', '20250331-ResCap-Climate_Statements.pdf', '20250331-Russell_NZ-CRD_Statements.pdf', '20250331-Schroders-CRD_Statements.pdf', '20250331-Squirrel-CRD_Statements.pdf', '20250331-Stewart_Investors-CRD_Statements.pdf', '20250331-Te_Ahumairangi-CRD_Statements.pdf', '20250331-Vision-CRD_Statements.pdf']",21,0,Investment Schemes,Investment schemes
624,FUNDROCK NZ LIMITED,31-03-2024 - Select to view climate statement documents,Investment schemes,SQUIRREL INVESTMENT FUNDS (SCH13142),Have records and have submitted,2024,FUNDROCK NZ LIMITED|SQUIRREL INVESTMENT FUNDS (SCH13142),2024-03-31,,Submitted,FY23/24,"['20240718 - ACI Funds - CRD Statement.pdf', '20240718 - Antipodes Investment Funds - CRD Statement.pdf', '20240718 - Aurora KiwiSaver Scheme - CRD Statement.pdf', '20240718 - Bentham Investment Funds - CRD Statement.pdf', '20240718 - Colchester Investment Funds - CRD Statement.pdf', '20240718 - Coolabah Investment Funds - CRD Statement.pdf', '20240718 - Dimensional Investment Funds - CRD Statement.pdf', '20240718 - First Sentier Investors (NZ) Scheme - CRD Statement.pdf', '20240718 - Foundation Series Funds - CRD Statement.pdf', '20240718 - Franklin Templeton Investment Funds - CRD Statement.pdf', '20240718 - Hyperion Investment Funds - CRD Statement.pdf', '20240718 - InvestNow KiwiSaver Scheme - CRD Statement.pdf', '20240718 - Lighthouse Investment Funds - CRD Statement.pdf', '20240718 - Russell Investment Funds - CRD Statement.pdf', '20240718 - Schroder Investment Funds - CRD Statement.pdf', '20240718 - Squirrel Investment Funds - CRD Statement.pdf', '20240718 - Stewart Investors (NZ) Managed Investment Scheme - CRD Statement.pdf', '20240718 - Te Ahumairangi Investment Funds - CRD Statement.pdf', '20240718 - Vault Digital Funds - CRD Statement.pdf', '20240718 - Vision Invest NZ Funds - CRD Statement.pdf', '20250331-ACI_(Stewart_Group)-CRD_Statements.pdf']",21,0,Investment Schemes,Investment schemes
625,FUNDROCK NZ LIMITED,31-03-2025 - Select to view climate statement documents,Investment schemes,SQUIRREL INVESTMENT FUNDS (SCH13142),Have records and have submitted,2025,FUNDROCK NZ LIMITED|SQUIRREL INVESTMENT FUNDS (SCH13142),2025-03-31,,Submitted,FY24/25,"['20250331-ACI_(Stewart_Group)-CRD_Statements.pdf', '20250331-Antipodes-CRD_Statements.pdf', '20250331-Aurora-CRD_Statements.pdf', '20250331-Bentham-CRD_Statements.pdf', '20250331-Colchester-CRD_Statements.pdf', '20250331-Coolabah-CRD_Statements.pdf', '20250331-Dimensional-CRD_Statements.pdf', '20250331-First_Sentier-CRD_Statements.pdf', '20250331-Foundation-CRD_Statements.pdf', '20250331-Franklin_Templeton-CRD_Statements.pdf', '20250331-Hyperion-CRD_Statements.pdf', '20250331-INKS-CRD_Statement.pdf', '20250331-Lighthouse-CRD_Statements.pdf', '20250331-Raise-CRD_Statements.pdf', '20250331-ResCap-Climate_Statements.pdf', '20250331-Russell_NZ-CRD_Statements.pdf', '20250331-Schroders-CRD_Statements.pdf', '20250331-Squirrel-CRD_Statements.pdf', '20250331-Stewart_Investors-CRD_Statements.pdf', '20250331-Te_Ahumairangi-CRD_Statements.pdf', '20250331-Vision-CRD_Statements.pdf']",21,0,Investment Schemes,Investment schemes
626,FUNDROCK NZ LIMITED,31-03-2026 - Due by 31-07-2026,Investment schemes,SQUIRREL INVESTMENT FUNDS (SCH13142),Have records but not submitted,2026,FUNDROCK NZ LIMITED|SQUIRREL INVESTMENT FUNDS (SCH13142),2026-03-31,,Not yet submitted,FY25/26,[],0,1,Investment Schemes,Investment schemes
627,FUNDROCK NZ LIMITED,31-03-2024 - Select to view climate statement documents,Investment schemes,STEWART INVESTORS (NZ) MANAGED INVESTMENT SCHEME (SCH13295),Have records and have submitted,2024,FUNDROCK NZ LIMITED|STEWART INVESTORS (NZ) MANAGED INVESTMENT SCHEME (SCH13295),2024-03-31,,Submitted,FY23/24,"['20240718 - ACI Funds - CRD Statement.pdf', '20240718 - Antipodes Investment Funds - CRD Statement.pdf', '20240718 - Aurora KiwiSaver Scheme - CRD Statement.pdf', '20240718 - Bentham Investment Funds - CRD Statement.pdf', '20240718 - Colchester Investment Funds - CRD Statement.pdf', '20240718 - Coolabah Investment Funds - CRD Statement.pdf', '20240718 - Dimensional Investment Funds - CRD Statement.pdf', '20240718 - First Sentier Investors (NZ) Scheme - CRD Statement.pdf', '20240718 - Foundation Series Funds - CRD Statement.pdf', '20240718 - Franklin Templeton Investment Funds - CRD Statement.pdf', '20240718 - Hyperion Investment Funds - CRD Statement.pdf', '20240718 - InvestNow KiwiSaver Scheme - CRD Statement.pdf', '20240718 - Lighthouse Investment Funds - CRD Statement.pdf', '20240718 - Russell Investment Funds - CRD Statement.pdf', '20240718 - Schroder Investment Funds - CRD Statement.pdf', '20240718 - Squirrel Investment Funds - CRD Statement.pdf', '20240718 - Stewart Investors (NZ) Managed Investment Scheme - CRD Statement.pdf', '20240718 - Te Ahumairangi Investment Funds - CRD Statement.pdf', '20240718 - Vault Digital Funds - CRD Statement.pdf', '20240718 - Vision Invest NZ Funds - CRD Statement.pdf', '20250331-ACI_(Stewart_Group)-CRD_Statements.pdf']",21,0,Investment Schemes,Investment schemes
628,FUNDROCK NZ LIMITED,31-03-2026 - Due by 31-07-2026,Investment schemes,STEWART INVESTORS (NZ) MANAGED INVESTMENT SCHEME (SCH13295),Have records but not submitted,2026,FUNDROCK NZ LIMITED|STEWART INVESTORS (NZ) MANAGED INVESTMENT SCHEME (SCH13295),2026-03-31,,Not yet submitted,FY25/26,[],0,1,Investment Schemes,Investment schemes
629,FUNDROCK NZ LIMITED,31-03-2025 - Select to view climate statement documents,Investment schemes,STEWART INVESTORS (NZ) MANAGED INVESTMENT SCHEME (SCH13295),Have records and have submitted,2025,FUNDROCK NZ LIMITED|STEWART INVESTORS (NZ) MANAGED INVESTMENT SCHEME (SCH13295),2025-03-31,,Submitted,FY24/25,"['20250331-ACI_(Stewart_Group)-CRD_Statements.pdf', '20250331-Antipodes-CRD_Statements.pdf', '20250331-Aurora-CRD_Statements.pdf', '20250331-Bentham-CRD_Statements.pdf', '20250331-Colchester-CRD_Statements.pdf', '20250331-Coolabah-CRD_Statements.pdf', '20250331-Dimensional-CRD_Statements.pdf', '20250331-First_Sentier-CRD_Statements.pdf', '20250331-Foundation-CRD_Statements.pdf', '20250331-Franklin_Templeton-CRD_Statements.pdf', '20250331-Hyperion-CRD_Statements.pdf', '20250331-INKS-CRD_Statement.pdf', '20250331-Lighthouse-CRD_Statements.pdf', '20250331-Raise-CRD_Statements.pdf', '20250331-ResCap-Climate_Statements.pdf', '20250331-Russell_NZ-CRD_Statements.pdf', '20250331-Schroders-CRD_Statements.pdf', '20250331-Squirrel-CRD_Statements.pdf', '20250331-Stewart_Investors-CRD_Statements.pdf', '20250331-Te_Ahumairangi-CRD_Statements.pdf', '20250331-Vision-CRD_Statements.pdf']",21,0,Investment Schemes,Investment schemes
630,FUNDROCK NZ LIMITED,31-03-2024 - Select to view climate statement documents,Investment schemes,TE AHUMAIRANGI INVESTMENT FUNDS (SCH13146),Have records and have submitted,2024,FUNDROCK NZ LIMITED|TE AHUMAIRANGI INVESTMENT FUNDS (SCH13146),2024-03-31,,Submitted,FY23/24,"['20240718 - ACI Funds - CRD Statement.pdf', '20240718 - Antipodes Investment Funds - CRD Statement.pdf', '20240718 - Aurora KiwiSaver Scheme - CRD Statement.pdf', '20240718 - Bentham Investment Funds - CRD Statement.pdf', '20240718 - Colchester Investment Funds - CRD Statement.pdf', '20240718 - Coolabah Investment Funds - CRD Statement.pdf', '20240718 - Dimensional Investment Funds - CRD Statement.pdf', '20240718 - First Sentier Investors (NZ) Scheme - CRD Statement.pdf', '20240718 - Foundation Series Funds - CRD Statement.pdf', '20240718 - Franklin Templeton Investment Funds - CRD Statement.pdf', '20240718 - Hyperion Investment Funds - CRD Statement.pdf', '20240718 - InvestNow KiwiSaver Scheme - CRD Statement.pdf', '20240718 - Lighthouse Investment Funds - CRD Statement.pdf', '20240718 - Russell Investment Funds - CRD Statement.pdf', '20240718 - Schroder Investment Funds - CRD Statement.pdf', '20240718 - Squirrel Investment Funds - CRD Statement.pdf', '20240718 - Stewart Investors (NZ) Managed Investment Scheme - CRD Statement.pdf', '20240718 - Te Ahumairangi Investment Funds - CRD Statement.pdf', '20240718 - Vault Digital Funds - CRD Statement.pdf', '20240718 - Vision Invest NZ Funds - CRD Statement.pdf', '20250331-ACI_(Stewart_Group)-CRD_Statements.pdf']",21,0,Investment Schemes,Investment schemes
631,FUNDROCK NZ LIMITED,31-03-2025 - Select to view climate statement documents,Investment schemes,TE AHUMAIRANGI INVESTMENT FUNDS (SCH13146),Have records and have submitted,2025,FUNDROCK NZ LIMITED|TE AHUMAIRANGI INVESTMENT FUNDS (SCH13146),2025-03-31,,Submitted,FY24/25,"['20250331-ACI_(Stewart_Group)-CRD_Statements.pdf', '20250331-Antipodes-CRD_Statements.pdf', '20250331-Aurora-CRD_Statements.pdf', '20250331-Bentham-CRD_Statements.pdf', '20250331-Colchester-CRD_Statements.pdf', '20250331-Coolabah-CRD_Statements.pdf', '20250331-Dimensional-CRD_Statements.pdf', '20250331-First_Sentier-CRD_Statements.pdf', '20250331-Foundation-CRD_Statements.pdf', '20250331-Franklin_Templeton-CRD_Statements.pdf', '20250331-Hyperion-CRD_Statements.pdf', '20250331-INKS-CRD_Statement.pdf', '20250331-Lighthouse-CRD_Statements.pdf', '20250331-Raise-CRD_Statements.pdf', '20250331-ResCap-Climate_Statements.pdf', '20250331-Russell_NZ-CRD_Statements.pdf', '20250331-Schroders-CRD_Statements.pdf', '20250331-Squirrel-CRD_Statements.pdf', '20250331-Stewart_Investors-CRD_Statements.pdf', '20250331-Te_Ahumairangi-CRD_Statements.pdf', '20250331-Vision-CRD_Statements.pdf']",21,0,Investment Schemes,Investment schemes
632,FUNDROCK NZ LIMITED,31-03-2026 - Due by 31-07-2026,Investment schemes,TE AHUMAIRANGI INVESTMENT FUNDS (SCH13146),Have records but not submitted,2026,FUNDROCK NZ LIMITED|TE AHUMAIRANGI INVESTMENT FUNDS (SCH13146),2026-03-31,,Not yet submitted,FY25/26,[],0,1,Investment Schemes,Investment schemes
633,FUNDROCK NZ LIMITED,31-03-2024 - Select to view climate statement documents,Investment schemes,VISION INVEST NZ FUNDS (SCH12865),Have records and have submitted,2024,FUNDROCK NZ LIMITED|VISION INVEST NZ FUNDS (SCH12865),2024-03-31,,Submitted,FY23/24,"['20240718 - ACI Funds - CRD Statement.pdf', '20240718 - Antipodes Investment Funds - CRD Statement.pdf', '20240718 - Aurora KiwiSaver Scheme - CRD Statement.pdf', '20240718 - Bentham Investment Funds - CRD Statement.pdf', '20240718 - Colchester Investment Funds - CRD Statement.pdf', '20240718 - Coolabah Investment Funds - CRD Statement.pdf', '20240718 - Dimensional Investment Funds - CRD Statement.pdf', '20240718 - First Sentier Investors (NZ) Scheme - CRD Statement.pdf', '20240718 - Foundation Series Funds - CRD Statement.pdf', '20240718 - Franklin Templeton Investment Funds - CRD Statement.pdf', '20240718 - Hyperion Investment Funds - CRD Statement.pdf', '20240718 - InvestNow KiwiSaver Scheme - CRD Statement.pdf', '20240718 - Lighthouse Investment Funds - CRD Statement.pdf', '20240718 - Russell Investment Funds - CRD Statement.pdf', '20240718 - Schroder Investment Funds - CRD Statement.pdf', '20240718 - Squirrel Investment Funds - CRD Statement.pdf', '20240718 - Stewart Investors (NZ) Managed Investment Scheme - CRD Statement.pdf', '20240718 - Te Ahumairangi Investment Funds - CRD Statement.pdf', '20240718 - Vault Digital Funds - CRD Statement.pdf', '20240718 - Vision Invest NZ Funds - CRD Statement.pdf', '20250331-ACI_(Stewart_Group)-CRD_Statements.pdf']",21,0,Investment Schemes,Investment schemes
